hapid	haplength	total_reads	total_samples	strain	refid_PvP01	snv_dist_from_PvP01	indel_dist_from_PvP01	bimera
ASV908	94	62	4	N	HT1	8	0	FALSE
ASV909	155	62	4	N	EIF3K_1	3	1	FALSE
ASV910	204	62	1	N	LISP2	0	2	FALSE
ASV911	133	61	4	N	EIF3K_2	5	0	FALSE
ASV912	167	61	1	N	PSOP1	1	0	FALSE
ASV913	215	60	1	N	LISP2	22	9	FALSE
ASV914	144	59	1	N	RAD5	1	0	FALSE
ASV915	140	58	4	N	PVP01_0420500	1	0	FALSE
ASV916	170	58	1	N	pBAS	4	0	FALSE
ASV917	100	57	2	N	PVP01_0117000	3	0	FALSE
ASV918	175	57	1	N	pvmdr1_2	1	0	FALSE
ASV919	155	56	2	N	ApiAP2_2	6	12	FALSE
ASV920	144	56	2	N	RAD5	2	0	FALSE
ASV921	62	55	3	N	BDP6	2	0	FALSE
ASV922	132	55	1	N	MB2	1	1	FALSE
ASV923	96	54	1	N	PVP01_0504000	2	0	FALSE
ASV924	122	54	2	N	RIPR	3	0	FALSE
ASV925	94	53	4	PvP01	HT1	0	0	FALSE
ASV926	104	52	2	N	TLAP2	1	0	FALSE
ASV927	136	51	3	N	PVP01_0927200	5	0	FALSE
ASV928	118	51	3	N	RCC-PIP	1	0	FALSE
ASV929	156	51	1	N	SEC24B	4	15	FALSE
ASV930	172	51	1	N	P113	3	0	FALSE
ASV931	78	50	2	PvP01	RON5	0	0	FALSE
ASV932	179	49	2	N	ATAT	1	0	FALSE
ASV933	78	49	3	N	PCD	0	16	FALSE
ASV934	104	48	9	N	TLAP2	2	0	FALSE
ASV935	150	48	1	N	PVP01_MIT00200_500	2	0	FALSE
ASV936	122	48	1	N	RIPR	4	0	FALSE
ASV937	125	46	1	N	PVP01_0318900	1	0	FALSE
ASV938	122	46	1	N	PIGM	63	1	FALSE
ASV939	141	46	1	N	GAPDH	0	32	FALSE
ASV940	198	45	3	N	KIN17	104	5	FALSE
ASV941	107	45	2	N	ApiAP2_2	3	36	FALSE
ASV942	135	44	5	N	PVP01_1344700	0	17	FALSE
ASV943	78	44	4	N	RON5	1	0	FALSE
ASV944	154	44	3	N	PVP01_0931600	2	0	FALSE
ASV945	141	43	4	N	PVP01_0420500	1	1	FALSE
ASV946	138	43	3	N	SufD	1	0	FALSE
ASV947	124	43	1	N	MED14	4	1	FALSE
ASV948	116	43	2	N	PVP01_0320600	1	0	FALSE
ASV949	164	43	1	N	ERCC4	0	1	FALSE
ASV950	112	42	2	N	pvpi3k_7	4	18	FALSE
ASV951	195	42	2	N	PVP01_1144900	8	0	FALSE
ASV952	111	41	3	N	PVP01_1445500	1	0	FALSE
ASV953	154	40	2	N	EIF3K_1	0	2	FALSE
ASV954	115	40	2	N	pvmdr1_4	2	0	FALSE
ASV955	126	40	1	N	PVP01_0215600	1	0	FALSE
ASV956	156	40	1	N	ABCI3	3	0	FALSE
ASV957	136	39	4	N	PVP01_0927200	3	0	FALSE
ASV958	138	39	3	N	PVP01_1024100	0	1	FALSE
ASV959	156	38	3	N	EIF3K_1	1	0	FALSE
ASV960	171	38	1	N	NUP637	2	0	FALSE
ASV961	138	37	3	N	SufD	1	0	FALSE
ASV962	136	37	4	N	PVP01_0927200	5	0	FALSE
ASV963	138	37	1	N	GAPDH	0	35	FALSE
ASV964	175	37	1	N	PVP01_0302300	3	0	FALSE
ASV965	190	36	4	N	PVP01_0710900	5	24	FALSE
ASV966	175	36	1	N	PVP01_0302300	2	0	FALSE
ASV967	103	35	2	N	FCP	1	0	FALSE
ASV968	172	35	2	N	P113	4	0	FALSE
ASV969	190	34	1	N	PVP01_0109700_2	0	1	FALSE
ASV970	117	34	3	N	PVP01_0320600	1	1	FALSE
ASV971	126	34	2	N	PVP01_1316900	1	0	FALSE
ASV972	147	34	4	N	PVP01_0405000_1	2	0	FALSE
ASV973	91	34	3	N	CTRP	8	1	FALSE
ASV974	163	34	1	N	ERCC4	1	0	FALSE
ASV975	138	34	3	N	SufD	7	0	FALSE
ASV976	146	34	1	N	PVP01_1233500	1	1	FALSE
ASV977	63	34	1	N	pvmrp1_3	1	0	FALSE
ASV978	75	33	1	N	PVP01_0215800_1	1	0	FALSE
ASV979	125	33	1	N	MSP5	3	0	FALSE
ASV980	155	33	1	N	EIF3K_1	1	1	FALSE
ASV981	92	33	1	N	pvmrp1_2	2	1	FALSE
ASV982	210	32	1	N	PVP01_1144900	0	15	FALSE
ASV983	97	32	2	N	pvpi3k_13	1	27	FALSE
ASV984	138	32	3	N	SufD	2	0	FALSE
ASV985	53	32	1	N	pvmdr1_3	1	0	FALSE
ASV986	94	32	6	N	MATE	1	0	FALSE
ASV987	131	32	1	N	ApiAP2_2	9	12	FALSE
ASV988	179	31	1	N	ATAT	2	0	FALSE
ASV989	140	31	1	N	PVP01_1311000	5	0	FALSE
ASV990	116	31	1	N	PVP01_0320600	1	0	FALSE
ASV991	115	30	1	N	PVP01_0530700	12	0	FALSE
ASV992	138	30	2	N	PVP01_1024100	2	1	FALSE
ASV993	140	30	1	N	PVP01_0420500	2	0	FALSE
ASV994	132	29	1	N	PVP01_1438700	1	1	FALSE
ASV995	140	29	2	N	PVP01_0420500	2	0	FALSE
ASV996	68	29	1	N	pvpi3k_14	34	2	FALSE
ASV997	141	28	1	N	GAPDH	1	32	FALSE
ASV998	102	28	1	N	SPM1	12	0	FALSE
ASV999	112	28	1	N	PVP01_1444400	4	0	FALSE
ASV1000	140	27	1	N	GAPDH	0	33	FALSE
ASV1001	142	27	1	N	GAPDH	0	33	FALSE
ASV1002	156	27	2	N	PVP01_1107600	4	0	FALSE
ASV1003	110	27	1	N	PVP01_0109700_1	1	30	FALSE
ASV1004	115	26	1	N	PVP01_0530700	12	0	FALSE
ASV1005	67	25	3	N	PVP01_1423300	3	0	FALSE
ASV1006	169	24	1	N	PVP01_0838400	6	1	FALSE
ASV1007	93	24	3	N	MSP1	1	0	FALSE
ASV1008	138	24	1	N	PVP01_0527700	0	51	FALSE
ASV1009	180	24	1	N	PVP01_1144900	2	15	FALSE
ASV1010	120	23	1	N	PVP01_1004400	2	0	FALSE
ASV1011	126	23	6	N	PVP01_1002800	5	0	FALSE
ASV1012	154	23	1	N	FT1	3	0	FALSE
ASV1013	180	23	1	N	ETRAMP11.2	4	0	FALSE
ASV1014	155	23	1	N	EIF3K_1	3	1	FALSE
ASV1015	180	23	2	N	PVP01_1144900	1	15	FALSE
ASV1016	144	23	2	N	ApiAP2_2	79	3	FALSE
ASV1017	63	23	2	N	TRAG20	2	0	FALSE
ASV1018	156	23	1	N	RON1	1	9	FALSE
ASV1019	122	22	1	N	RIPR	3	0	FALSE
ASV1020	140	22	1	PvP01	PVP01_1311000	0	0	FALSE
ASV1021	215	22	1	N	LISP2	23	9	FALSE
ASV1022	167	21	1	N	PVP01_1465800	0	1	FALSE
ASV1023	194	21	1	N	SPC25	1	0	FALSE
ASV1024	138	20	4	N	SufD	9	0	FALSE
ASV1025	62	20	3	N	BDP6	1	0	FALSE
ASV1026	194	20	1	N	SPC25	2	0	FALSE
ASV1027	140	20	1	N	GAPDH	2	33	FALSE
ASV1028	172	19	2	N	P113	4	0	FALSE
ASV1029	131	19	2	N	ApiAP2_2	7	12	FALSE
ASV1030	71	18	2	N	HDA1	1	0	FALSE
ASV1031	155	18	1	N	PVP01_1329500	1	1	FALSE
ASV1032	134	18	1	N	PVP01_1301600_1	4	0	FALSE
ASV1033	71	18	2	N	HDA1	2	0	FALSE
ASV1034	165	17	2	N	PPT	1	0	FALSE
ASV1035	136	17	3	N	PVP01_0927200	4	0	FALSE
ASV1036	198	17	1	N	KIN17	104	5	FALSE
ASV1037	147	17	1	N	RON1	2	0	FALSE
ASV1038	141	17	1	N	GAPDH	3	34	FALSE
ASV1039	82	16	1	N	PVP01_0912400	2	0	FALSE
ASV1040	140	16	2	N	CDPK1	2	0	FALSE
ASV1041	139	16	2	N	AMA1	2	0	FALSE
ASV1042	43	16	1	N	pvpi3k_4	28	1	TRUE
ASV1043	172	16	1	N	P113	5	0	FALSE
ASV1044	149	15	1	N	PVP01_1233500	0	2	FALSE
ASV1045	182	15	1	N	pvmrp1_6	1	1	FALSE
ASV1046	126	15	3	N	PVP01_1316900	1	0	FALSE
ASV1047	149	15	1	N	PVP01_1413100_2	2	0	FALSE
ASV1048	132	14	3	N	PVP01_1406900	3	1	FALSE
ASV1049	125	14	1	N	PWP1	3	0	FALSE
ASV1050	143	14	3	N	RON11	2	0	FALSE
ASV1051	136	14	3	N	PVP01_0927200	4	0	FALSE
ASV1052	159	14	2	N	CAPH	2	0	FALSE
ASV1053	120	14	1	N	RIPR	62	4	FALSE
ASV1054	78	14	1	N	RON5	2	0	FALSE
ASV1055	92	14	1	N	pvmrp1_2	1	1	FALSE
ASV1056	74	13	1	N	PVP01_0116700	2	0	FALSE
ASV1057	75	13	1	N	PVP01_0215800_1	2	0	FALSE
ASV1058	198	13	2	N	PVP01_0735100	106	2	TRUE
ASV1059	142	13	1	N	PVP01_0420500	1	2	FALSE
ASV1060	156	12	1	N	PVP01_0513400	0	1	FALSE
ASV1061	108	12	1	N	pvmrp1_12	1	0	FALSE
ASV1062	91	11	1	N	pvmrp1_2	0	2	FALSE
ASV1063	156	11	1	N	PVP01_1261200	1	0	FALSE
ASV1064	57	11	2	N	pvabc-e1_3	0	1	FALSE
ASV1065	117	11	2	N	PVP01_0320600	0	1	FALSE
ASV1066	148	11	2	N	FER2_1	2	0	FALSE
ASV1067	179	11	1	N	ATAT	2	0	FALSE
ASV1068	100	11	1	N	GCbeta_2	0	1	FALSE
ASV1069	180	11	1	N	ATAT	1	1	FALSE
ASV1070	122	11	1	N	NCS2	3	0	FALSE
ASV1071	155	10	1	N	EIF3K_1	2	1	FALSE
ASV1072	144	10	1	N	ATG12	1	0	FALSE
ASV1073	126	10	3	N	PVP01_1002800	4	0	FALSE
ASV1074	166	10	1	N	SOD2_1	3	0	FALSE
ASV1075	198	10	1	N	KIN17	103	5	FALSE
ASV1076	149	10	1	N	pvpi3k_6	0	1	FALSE
ASV1077	142	10	1	N	PVP01_0420500	0	2	FALSE
ASV1078	143	10	1	N	RON11	2	0	FALSE
ASV1079	154	10	1	N	G37	5	3	FALSE
ASV1080	128	10	1	N	pvpi3k_7	18	4	FALSE
ASV1081	136	9	1	N	PVP01_0927200	4	0	FALSE
ASV1082	125	9	1	N	PVP01_1226900	2	0	FALSE
ASV1083	182	9	1	N	FRM1_1	1	1	FALSE
ASV1084	107	9	2	N	ApiAP2_G2	1	0	FALSE
ASV1085	145	9	1	N	ATG12	0	1	FALSE
ASV1086	182	9	1	N	pvmrp1_6	1	1	FALSE
ASV1087	78	9	1	N	PVP01_0215800_1	42	3	FALSE
ASV1088	144	8	1	N	RON2	2	1	FALSE
ASV1089	159	8	1	N	CAPH	3	0	FALSE
ASV1090	130	8	1	N	TERT	2	1	FALSE
ASV1091	166	8	1	N	PPT	3	1	FALSE
ASV1092	112	8	1	N	PVP01_1444400	3	0	FALSE
ASV1093	110	8	1	N	PVP01_0733600	2	0	FALSE
ASV1094	81	8	1	N	PVP01_0942500	3	0	FALSE
ASV1095	159	8	1	N	PVP01_0602400	1	1	FALSE
ASV1096	198	7	1	N	PVP01_0735100	105	2	FALSE
ASV1097	120	7	1	N	PVP01_1344700	0	2	FALSE
ASV1098	123	7	1	N	MSP1P	2	0	FALSE
ASV1099	116	7	1	N	PVP01_0530700	6	1	FALSE
ASV1100	191	7	1	PvP01	PVP01_1335200	0	0	FALSE
ASV1101	167	7	1	N	PVP01_0933300	1	0	FALSE
ASV1102	69	7	1	N	FER2_2	37	3	FALSE
ASV1103	139	7	1	N	AMA1	2	0	FALSE
ASV1104	166	6	1	N	SOD2_1	4	0	FALSE
ASV1105	182	6	1	N	MCA3	2	0	FALSE
ASV1106	140	6	1	N	ATG23	1	1	FALSE
ASV1107	179	6	1	N	PVP01_1413100_1	2	0	FALSE
ASV1108	119	6	1	N	PVP01_1344700	1	1	FALSE
ASV1109	142	6	1	N	RON2	0	1	FALSE
ASV1110	94	6	1	N	pvmrp1_2	0	1	FALSE
ASV1111	126	6	1	N	PVP01_1226900	0	1	FALSE
ASV1112	198	5	1	N	KIN17	102	5	FALSE
ASV1113	71	5	1	N	HDA1	2	0	FALSE
ASV1114	163	5	1	N	ERCC4	3	0	FALSE
ASV1115	112	5	1	N	PVP01_1444400	2	0	FALSE
ASV1116	173	5	1	N	PVP01_1323700	5	1	FALSE
ASV1117	166	5	1	N	PPT	2	1	FALSE
ASV1118	141	5	1	N	PVP01_0420500	2	1	FALSE
ASV1119	126	5	1	N	PVP01_0215600	1	0	FALSE
ASV1120	172	5	1	N	PVP01_1323700	4	0	FALSE
ASV1121	118	5	1	N	PVP01_1014100	6	18	FALSE
ASV1122	139	4	1	N	AMA1	3	0	FALSE
ASV1123	111	4	1	N	PVP01_1446900	62	0	FALSE
ASV1124	132	4	1	N	RBP2a_2	2	0	FALSE
ASV1125	115	4	1	N	pvmrp2_1	2	0	FALSE
ASV1126	163	4	1	N	ERCC4	3	0	FALSE
ASV1127	146	4	1	N	PVP01_1007200	57	4	FALSE
ASV1128	71	4	1	N	HDA1	1	0	FALSE
ASV1129	117	4	1	N	PVP01_0320600	1	1	FALSE
ASV1130	97	4	1	N	GCbeta_2	0	2	FALSE
ASV1131	124	4	1	N	SYN13	1	6	FALSE
ASV1132	97	4	1	N	LSM8	1	3	FALSE
ASV1133	155	3	1	N	PVP01_1329500	0	1	FALSE
ASV1134	126	3	1	N	PVP01_1002800	2	0	FALSE
ASV1135	131	3	1	N	pvpi3k_13	11	11	FALSE
ASV1136	154	3	1	N	PVP01_0931600	3	0	FALSE
ASV1137	112	3	1	N	PVP01_1444400	2	0	FALSE
ASV1138	143	3	1	N	PVP01_0210500	1	0	FALSE
ASV1139	83	3	1	N	PVP01_0912400	1	1	FALSE
ASV1140	57	3	1	N	pvdhps_2	32	1	FALSE
ASV1141	94	3	1	N	PCD	1	0	FALSE
ASV1142	103	3	1	N	MLC_B	3	0	FALSE
ASV1143	71	2	1	N	HDA1	3	0	FALSE
ASV1144	143	2	1	N	PVP01_0210500	1	0	FALSE
ASV1145	63	2	1	N	BDP6	2	1	FALSE
ASV1146	104	2	1	N	TLAP2	2	0	FALSE
ASV1147	139	2	1	N	PVP01_1345500	1	0	FALSE
ASV1148	276	2	1	N	TRAG18	85	69	FALSE
